,category,group,year,num,dem_margin,turnout
159,state,NJ,2020,4257003.0,0.1558098502632016,0.6958604749240308
160,state,NM,2004,755660.0,-0.007764073789799646,0.5604726108933399
161,state,NM,2008,829532.0,0.15151675884715718,0.6152634331042718
162,state,NM,2012,783157.0,0.10165777743160057,0.5410429742417072
163,state,NM,2016,797792.0,0.0823798684368858,0.5371956865002812
164,state,NM,2020,923219.0,0.10808161443817772,0.6216523410802604
165,state,NV,2004,829587.0,-0.025916510263540773,0.5103266486220472
166,state,NV,2008,967848.0,0.1249256081533464,0.595378937007874
167,state,NV,2012,1014918.0,0.06680933829136936,0.5545318198582142
168,state,NV,2016,1125385.0,0.02417128360516623,0.5702078393222675
169,state,NV,2020,1405376.0,0.02390534632724623,0.7120731237713058
170,state,NY,2004,7391036.0,0.18586866577297148,0.5639427117569389
171,state,NY,2008,7591233.0,0.2670715020866834,0.5792179233870276
172,state,NY,2012,7061925.0,0.2974870166420629,0.526027149307785
173,state,NY,2016,7707363.0,0.22484642282970194,0.5631281328326524
174,state,NY,2020,6768394.0,0.13407877851082547,0.49452362312450154
175,state,OH,2004,5625631.0,-0.02111318712514205,0.6569447031380918
176,state,OH,2008,5698048.0,0.04543608618249618,0.6654013481912692
177,state,OH,2012,5580822.0,0.02978306779897298,0.6430629717117013
178,state,OH,2016,5496487.0,-0.08129574399066167,0.6247484632731373
179,state,OH,2020,5764587.0,-0.08165771459429791,0.655221575099569
180,state,OK,2004,1463758.0,-0.3114080332951212,0.5624808584631051
181,state,OK,2008,1462661.0,-0.31290162245387004,0.5620593123456908
182,state,OK,2012,1334872.0,-0.3354463948603312,0.48554925069111016
183,state,OK,2016,1452992.0,-0.3639118453508347,0.5153943426912387
184,state,OK,2020,1560699.0,-0.3308709751207632,0.5535993558422027
185,state,OR,2004,1836782.0,0.04155746299778634,0.6897118599835156
186,state,OR,2008,1827864.0,0.1634782456462844,0.6863631499203001
187,state,OR,2012,1789270.0,0.1208945547625568,0.6321291482735657
188,state,OR,2016,2001336.0,0.10977816818365332,0.6666098206018133
